address,restaurant,type,region,food_subtype
"Alexandra Central Mall.109 Bukit Purmei Road,, Singapore 090109 Singapore",Master Prata,"Indian,Asian,Vegetarian Friendly",SOUTH,curry#egg#mutton#murtabak#prata#rojak#briyani#mee goreng#chocolate#ice cream#banana
"55 Lorong L Telok Kurau, Bright Centre #01-59/61, Singapore 425500 Singapore",The Garden Slug,"Cafe,Fusion",EAST,tea#spaghetti#seafood#pasta#ice cream#breakfast#salmon#dessert#chicken#salad#burger#cheese#cafe#chocolate#coffee#truffle#shrimp#caramel#vanilla#linguine#gelato#smoked salmon#vanilla ice cream#cake#high tea#omelette#fish
"11 Sin Ming Road Thomson V Two Curry Potter, Thomson V Two, #B1-30, Singapore 575629 Singapore",The Black Sheep Cafe,French,NORTH,pork#duck#confit#duck confit#souffle#soup#fish#tea#coffee#lamb#tiramisu#escargot#lamb shank#onion soup#dessert#cafe#stew#beef#cake#chocolate#ice cream#desert#chocolate cake#snapper#pandan#chicken#bread#naan#naan bread#foie gras#fondant#chocolate fondant#salmon#mushroom soup#banana#beef cheek#chocolate dessert#pork cheek#red wine#lobster#bisque#lobster bisque#apple#cheese#carbonara#beer#seafood#pasta#asparagus#roasted duck#lava cake#creme brulee#fruit#cappuccino#cup coffee#salad#vanilla#vanilla ice cream#briyani#oyster#crispy duck#vegetable#tenderloin#crispy pork#beef tenderloin#cod#tempura#pistachio
"1 Thomson Road Balestier Hill Shopping Centre MacRitchie Reservoir Park, Singapore 300001 Singapore",Mushroom Cafe,"Fast Food,Asian",CENTRAL,cafe#chicken#curry#mee goreng#fish#juice#coconut#soup#prawn#noodle#prawn noodle#noodle soup#fried chicken#lemak#nasi lemak#teriyaki#chicken wing#mee siam#cake#stew#curry chicken#fried fish#malaysian#fish cake
"42 Eng Hoon Street Tiong Bahru Estate Tiong Bahru Estate, Singapore 169785 Singapore",House of Peranakan Petit,"Asian,Singaporean,Nonya/Malaysian",SOUTH,peranakan#dessert#soup#beef#chinese#ice cream#desert#caramel#spring roll#chicken#fish#sambal#rendang#beef rendang#ngoh hiang#keluak#buah keluak#nyonya#vegetarian#peranakan cuisine#tea#curry#asian#scallop#wine list#lemak#calamari#lychee#pork#coconut#pork belly#durian#chendol#coconut ice#coconut ice cream#clay pot#beer#ayam#ayam buah#cake#spanish#fish cake#otak#duck#icecream#pork bun#gula melaka#fish head#curry fish#curry fish head#claypot#seafood#octopus#nonya#indonesian#chap chye#snapper#fish head curry#curry rice
"69 Seng Poh Lane, Singapore 160069 Singapore",Por Kee Eating House,"Chinese,Seafood,Asian",SOUTH,chinese#lager#chili crab#fish#seafood#potato#bbq#tofu#sweet potato#pork#coffee#cantonese#fried fish#prawn#egg#rib#champagne#salted egg#sea bass#seabass#kangkong#pork rib#beehoon#beer#clam#yam#bamboo clam#sambal#hor fun#chilli crab#chicken#pork belly#roasted chicken#braised pork#salted egg crab#wok hei#sweet sour pork#cantonese cuisine#mala#pepper crab#black pepper crab#tea#kai lan#japanese#fine dining#soup#mian#roast chicken#cereal prawn#fried rice#desert#mango#salted egg yolk#cheese#beef#duck#abalone#cold beer#frog#lobster#fried chicken#vegetable#roast pork#prawn paste chicken#noodle#fish maw#sotong#kailan#squid#shrimp#baby squid#red wine#cafe#chestnut#bread#calamari#fried tofu#crispy chicken#teochew#crayfish#yam paste#porridge#hot pot#dessert#mango pudding
"Blk 82 Tiong Poh Road Tiong Bahru Estate, Singapore 160082 Singapore",Ting Heng Seafood Restaurant,"Chinese,Seafood,Asian",SOUTH,beef#egg#fried rice#fish#cantonese#steamboat#beehoon#seafood#chicken#fried chicken#chinese#frog#chicken dish#hor fun#roasted chicken#vegetable#prawn#shrimp#beer#pepper crab#pork#tofu#hot pot#soup#coffee#roast chicken#hokkien#japanese#bottle wine#claypot#abalone#alaskan crab#king crab#beef brisket#omelette#potato#mango#sambal#sweet potato#sotong#mango pudding#spicy chicken#clay pot#noodle#chili crab
"2 Orchard Turn Ion Orchard #B4-03/04, Ion Orchard, Singapore 238801 Singapore",Ya Hua Bak Kut Teh,"Asian,Fujian,Singaporean",CENTRAL,soup#rib#vegetable#tofu#spare rib#teh#bak kut teh#prime rib#pork#cake#chinese#bread
"50 Tiong Bahru Rd #01-01, Singapore, 168733, Singapore, Singapore Singapore",Teru Sushi,"Japanese,Sushi,Asian",SOUTH,seafood#sushi#japanese#chinese#soup#tea#salmon#sashimi#tofu#omakase#steak#fried rice#teppanyaki#tempura#sushi sashimi#fish#oyster#grilled fish#stingray#egg#wagyu#century egg#maki#beef#beer#asian#fresh sashimi#sashimi sushi#pork#lobster#ice cream#cod#miso#cod fish#miso soup#quail#quail egg#tuna#salad#octopus#lemon#grilled octopus#fresh oyster#squid#foie gras#whisky#soft shell crab#salmon sashimi
"Block 127 Kim Tian Road #01-01 Kim Tian Green, Singapore 160127 Singapore",Tuan Yuan Pork Ribs Soup,"Chinese,Asian,Soups",SOUTH,soup#pork#fish#rib#pork rib#abalone#pork rib soup#tea#chinese#teh#bak kut teh#braised pork#coffee
"51 Havelock Road Havelock View, Singapore 161051 Singapore",De Classic Golden Spoon,"Chinese,Seafood,Asian",SOUTH,fish#seafood#noodle#japanese#fried rice#fresh seafood#bee hoon#fresh crab#pepper crab#black pepper crab#dessert#prawn#curry#squid#fish head#yam#fish head curry#chilli crab#baby squid#crab bee hoon#chicken#coffee#egg#asian#fried chicken#salted egg#chinese#curry fish#curry fish head#rojak#beehoon#soup#chicken fried#pork#beer#juice#lime juice#yam paste#tea#vegetable#rice noodle#tofu#oyster#wok hei#mee goreng#chili crab#pig#pig trotter
"55 Tiong Bahru Road Tiong Bahru Estate 01-37, Singapore 160055 Singapore",Chapter 55,"Dessert,Italian,Pizza",SOUTH,chicken#pizza#italian#potato#squid#ham#calamari#mozzarella#prosciutto#umami#tonkatsu#cuttlefish#duck#confit#duck confit#dessert#pork#asian#spinach#gelato#lasagna#tea#ice cream#lemon#apple#pie#iberico#vanilla#iberico pork#vanilla ice cream#mojito#beer#seafood#paella#pasta#coffee#cafe#caramel#spaghetti#tiramisu#waffle#cheesecake#desert#sea bass#squid ink#linguine#pizza pasta#banana#crayfish#pork chop#ink pasta#squid ink pasta#soup#mushroom soup#seafood pasta#steak#fine dining#truffle#truffle fries#chocolate#champagne#durian#lava cake#chocolate lava#creme brulee#chocolate lava cake#dark chocolate#vongole#prawn#ribeye#margarita#white wine#beef#ravioli#lasagne#crabmeat#cappuccino#oyster#salad#sangria#vegetarian#risotto#shrimp#clam#carbonara#pistachio#caesar salad#chinese#egg#salted egg#strawberry#fruit#mango#salmon#scallop
"78 Moh Guan Terrace Tiong Bahru Estate #01-19, Singapore 162078 Singapore",Bincho at Hua Bee,"Japanese,Asian",SOUTH,beer#sashimi#dessert#pineapple#chicken#soup#japanese#chicken soup#pork#steak#salad#coffee#wagyu#grilled chicken#wagyu steak#michelin#yakitori#chicken wing#fish#fruit#egg#ice cream#salmon#desert#fried chicken#unagi#izakaya#margarita#chocolate#eel#beef#sushi#fine dining#tuna#omakase#bread#umami#miso#wagyu beef#octopus#truffle#vegetable#teh#kopi#breakfast#hotpot#mackerel#bbq#squid#pizza#dumpling#cafe#cocktail#satay#kurobuta#kurobuta pork#tofu#prawn#lamb#cider#snapper#baguette#michelin starred#waygu#grilled squid#fresh sashimi#grilled meat#cake#strawberry#fish cake#ramen#noodle#whisky
"Block 51 Lorong 5 Tao Payoh, Singapore 310051 Singapore",Uno Beef House,"Western, Singaporean",CENTRAL,chicken#beef#pork#fish#lamb#western#spaghetti#coffee#pork chop#potato#mashed potato#steak#tenderloin#fried rice#fried chicken#stew#fried fish#mash potato#sirloin#sirloin steak#beef steak#egg#ham#lemon#bread#ribeye#soup#mushroom soup#coleslaw#garlic bread
"Blk 177 Toa Payoh Central 01-110, Singapore 310177 Singapore",Yellow Submarines,Fast Food,CENTRAL,chicken#beef#cheese#sandwich#halal#vegetarian#dessert#soup#grill#mushroom soup#coleslaw#steak#bread#western#asian#juice#american#cheesecake#sirloin#sirloin steak
"92 Lor 4 Toa Payoh, #01-264, Singapore 310092 Singapore",Ocean Curry Fish Head,Asian,CENTRAL,chicken#fish#prawn#curry#chicken wing#fish head#curry fish#otah#curry fish head#prawn paste chicken#pork#sotong#fried pork#western#fish head curry#sweet sour pork#spinach#sambal#clay pot#kangkong#oyster#vegetable#pineapple#pork chop#coffee#egg#fried chicken#salted egg#otak#rendang#chinese#hokkien#hokkien mee#fish curry
"92 Lorong 4 Toa Payoh Toa Payoh Palm Spring, Singapore 310092 Singapore",Kim Keat Hokkien Mee,"Asian,Singaporean",CENTRAL,pork#seafood#hokkien#hokkien mee#roasted pork#noodle#claypot#coffee#squid#sotong#prawn#clay pot#pork belly#fried pork#asian#wok hei#fish#curry#fish head#fish head curry#buffet#bread#oyster#omelette#oyster omelette
"Blk 177 Toa Payoh Central #01-124, Singapore 310177 Singapore",The Larder Cafe,"Asian,Singaporean",CENTRAL,steak#duck#wagyu#cafe#ice cream#waffle#chicken#soup#fish#avocado#chicken soup#beef#burger#cheese#bacon#beef burger#coffee#confit#duck confit#truffle#western#cake#chocolate#chocolate cake
"Block 128 Lorong 1 Toa Payoh #01-811 Toa Payoh Heights, Singapore 310128 Singapore",Hua Fong Kee Roasted Duck,"Asian,Singaporean",CENTRAL,soup#pork#noodle#duck#char siew#roasted pork#roast pork#roast duck#cantonese#roasted duck#crispy pork#roast meat#wanton#cake#hokkien#carrot cake#beer#coffee#fried pork
"Block 211 Toa Payoh Lorong 8 #01-11/15, Singapore 310211 Singapore",Kelly Jie Seafood,"Chinese,Seafood,Asian",CENTRAL,fried rice#soup#pork#beer#seafood#rib#pork rib#bee hoon#crab bee hoon#coffee#chilli crab#kailan#seafood fried rice#chicken#mantou#beehoon#claypot#allergy#papaya#prawn#italian#egg#salted egg#salted egg crab#vegetable#tofu#dessert#fish#noodle#pancake#vanilla#red bean#pepper crab#white pepper crab#crab chilli#chili crab#truffle#pork chop#scallop#yam#salted egg yolk#mango#chinese#fried fish#cereal prawn#black pepper crab#curry#pasta#cuttlefish#juice#coconut#durian#crab meat#clay pot#shrimp#asparagus#kai lan
"246M Upper Thomson Road Thomson Garden Estate, Singapore 574370 Singapore",Roti Prata,"Indian,Singaporean,Vegetarian Friendly",NORTH,chicken#tea#curry#egg#bread#prata#chicken curry#coffee#breakfast#teh#teh tarik#roti prata#briyani#curry chicken#beer#cheese#chocolate#fish#fish curry#curry sauce#milo#pizza#murtabak#fried chicken#mango#indian#soup#juice#mutton#lime juice#biryani#chicken biryani#masala#nasi goreng#chicken murtabak#curry puff#banana#dessert#malaysian#noodle#fruit#sandwich#milk tea#mee goreng#lemak#nasi lemak#pancake#donut
"65 Ubi Road 1 #01-92 Oxley Bizhub Oxley Bizhub, Singapore 408729 Singapore",Yamato Izakaya,"Japanese,Sushi",EAST,pork#ramen#pork belly#unagi#gyoza#fish#grilled fish#izakaya#tea#porridge#sushi#sashimi#squid#beer#tonkotsu#soup#japanese#salmon#eel#salmon sashimi#scallop#noodle
"2 Pandan Valley Acacia Court Singspore 597626, Singapore 597626 Singapore",French Ladle,"French,European",WEST,soup#beef#duck#confit#duck confit#onion soup#chicken#steak#cheese#chocolate#potato#wagyu#lemon#mashed potato#pandan#wagyu steak#dessert#pork#salad#cake#lamb#ice cream#vanilla#lava cake#beef cheek#escargot#vanilla ice cream#salmon#wine list#foie gras#spaghetti#ribeye#pie#mushroom soup#angus#creme brulee#fish#michelin#crispy duck#bread#truffle#seafood#western#desert#spinach#ribeye steak#chocolate dessert#apple#barramundi#braised beef#rib eye#rib eye steak#pasta#ricotta#chocolate lava#chocolate lava cake#red wine#truffle fries#stew#roast chicken#bone marrow#beef steak
"19 Lorong Kilat Kilat 19, Singapore 598120 Singapore",Carpenter and Cook,"Bakeries,Cafe",WEST,cafe#salad#cake#lemon#scone#tea#fruit#high tea#caramel#cheesecake#meringue#coffee#chocolate#vanilla#egg#egg white#brioche#bacon#cup coffee#muffin#beer#ham#dessert#korean
"144 Upper Bukit Timah Road Beauty World Centre Beauty World Center #01-17, Singapore 588177 Singapore",Caffe Pastore,"Cafe,Asian,Singaporean",WEST,chicken#dessert#steak#seafood#pasta#coffee#cafe#coconut#waffle#coconut ice#salad#lasagne#aglio olio#ice cream#milk tea#coconut ice cream#tom yum#gelato#cup coffee
"453A Ang Mo Kio Ave 10 #01-209, Chong Boon Market & Food Centre, Singapore 561453 Singapore",Bedok Chwee Kueh,"Asian,Singaporean",NORTH,kueh#chicken#cake#chicken rice#umami
"3155 Commonwealth Avenue West The Clementi Mall The Clementi Mall, B1-34/35, Singapore 129588 Singapore",Takezo Ramen,Japanese,WEST,chicken#soup#pork#ramen#fried chicken#seafood#egg#fish#gyoza#noodle#dumpling#char siew#tempura#steamed dumpling#dessert#japanese#pancake
"284 Bishan Street 22, #01-211, Singapore 570284 Singapore",Golden Rooster,"Asian,Singaporean",NORTH,chicken#bbq#western#fried chicken#roasted chicken#coleslaw#chicken rice#roast chicken
"3 Woodlands Street 13 Woodlands Swimming Complex Woodlands Swimming Complex, Singapore 738600 Singapore",Citrus By The Pool,"Cafe,Fusion",NORTH,cafe#seafood#pasta#chocolate#western#pancake#aglio olio#seafood pasta#lava cake#chicken#soup#steak#salad#burger#tom yum#satay#waffle#crispy chicken#cappuccino#ice cream#dessert#duck#salmon#duck meat#smoked duck#laksa#fried chicken#yam#tom yam#carbonara#milkshake#lamb#lamb rack#grilled chicken#coconut#caramel#gula melaka#chicken burger#popcorn#coconut ice#coconut ice cream#asian#fish#breakfast#linguine#truffle#truffle fries#cheese#egg#salted egg#beef#mutton#halal#tartare#vanilla#sesame#strawberry#chocolate lava#vanilla ice cream#chocolate lava cake#chilli crab#bread#lamb shank#potato#risotto#chocolate cake#sweet potato#sweet potato fries#vegetarian#ribeye#caesar salad#ribeye steak#lamb chop#calamari#teriyaki#tortilla#mushroom soup#curry#bbq#curry chicken#prawn#sotong
"349 Sembawang Road Sembawang Park, Singapore 758356 Singapore",Shami Banana Leaf Delights,"Indian,Asian,Vegetarian Friendly",NORTH,fish#curry#fish head#fish head curry#indian#fish curry#chicken#soup#biryani#tea#coffee#masala#briyani#tea coffee#curry sauce#chicken biryani#mutton#banana#curry fish#egg#prata#curry fish head#prawn#south indian#tandoori#tandoori chicken#chicken curry#curry chicken#cuttlefish#vegetarian#vegetable#potato#juice#coconut#pancake#masala dosa#rava#lime juice#king prawn#lemon#naan
"1 Equestrian Walk Singapore Turf Club Riding Centre, Singapore 737863 Singapore",Cheval,"American,Bar,Cafe",NORTH,chicken#indian#fish#prawn#cheese#cafe#sandwich#american#mac cheese#pasta#salad#vegetarian#truffle#salmon#juice#asparagus#carbonara#truffle oil#caesar salad#steak#tuna#beer#fried chicken#calamari#seafood#aglio olio#asian#spaghetti#dessert#cake#chocolate#crab meat#crispy chicken#vegan#spinach#bruschetta#soup#mushroom soup#cold beer#lamb#western#lava cake
"3 Temasek Boulevard Suntec City Mall Suntec City Mall #B1-172 around the Fountain of Wealth, Singapore 038983 Singapore",Shabu Sai,"Japanese,Asian",CENTRAL,buffet#ice cream#chicken#beef#pork#japanese#hotpot#soup#beer#hot pot#buffet style#tea#lemon#salmon#teriyaki#coffee#miso#vanilla#tom yum#tea coffee#tonkotsu#fish#miso soup#egg#vegetable#tofu#sesame#dessert#sushi#tonkatsu#mala#steamboat
"11 Tanjong Katong Road Kinex Floor 02 Unit 17 18 One KM Shopping Mall, Singapore 437157 Singapore",The Chicken Rice Shop,"Asian,Singaporean",EAST,chicken#chicken rice#rojak#soup#noodle#bbq#teh#wanton#teh tarik#dessert#cafe#potato#pie#yam#popiah#sweet potato#roasted chicken
"Ang Mo Kio Avenue 4 Block 628, #01-72, Singapore 560628 Singapore",Sumo Big Prawn,Asian,NORTH,lobster#prawn#soup#noodle#prawn noodle#noodle soup#pork#seafood#bee hoon
"2 Ang Mo Kio Drive Ite College Central #01-09 ITE College Central, Ang Mo Kio, Block A, Singapore 567720 Singapore",First Culinary Restaurant,"Chinese,Asian,Cantonese",NORTH,egg#scallop#teochew#hor fun#wok hei#soup#spinach#vegan#pork#chinese#roast pork#chicken#prawn#duck#lobster#mango#pancake#char siew#fresh prawn#dim sum#peking duck#tofu#claypot#fish#foie gras#asparagus#salted egg#dimsum#roast duck#roasted pork#salted egg yolk#champagne#cereal prawn#yam#abalone#shark fin#cold dish#yam paste#roast chicken#noodle#fried noodle#vegetable#tempura#chicken soup#frog#fried fish#icecream#fish skin#tea#japanese#cantonese#fish head#oyster#salmon#fried rice#juice#fruit#strawberry#crab meat#fruit juice#duck meat#roasted duck
"60 Paya Lebar Road #1-15 Paya Lebar Square Eatiz Bistro Gourmet, Singapore 409051 Singapore",Eatzi Gourmet Bistro,Steakhouse,EAST,dessert#soup#steak#coffee#bread#ribeye#ribeye steak#garlic bread#chicken#beef#egg#potato#bacon#salad#cheese#lobster#fried rice
"290 Orchard Road #01-20A the Paragon Paragon, Singapore 238859 Singapore",Cedele,"Cafe,Vegetarian Friendly",CENTRAL,salad#soup#tea#cake#coffee#bread#desert#juice#chicken#beef#pasta#cafe#asian#fruit#fruit juice#breakfast#burger#vegetarian#indian#cheese#sandwich#ham#caramel#cappuccino#bacon#lemon#chicken soup#caesar salad#chinese#scone
"100 Pasir Panjang Road 100 Pasir Panjang #01-04, Spore, Singapore 118518 Singapore",Uncle Ho Tuckshop,"Asian,Vietnamese,Vegetarian Friendly",WEST,soup#beef#fish#prawn#cake#potato#pho#spring roll#sweet potato#fish cake#salad#banana#vietnamese#pork#coffee#sandwich#teh#chicken#egg#pork chop#grilled pork#kway teow#tea#noodle#bread#noodle soup#milk tea#beef noodle#gelato#breakfast#pork belly#stew#baguette#indian#chinese#mango#caramel#nonya#vegetarian#beer#lemon#pandan#western#curry#rice noodle#ice cream#vanilla
"321 Alexandra Road Alexandra Central Unit 01-14, Alexandra Central Mall, Singapore 159971 Singapore",John's Pizzeria and Bakery,"Quick Bites,Italian,American",SOUTH,pizza#cheese#pie#chicken#dessert#bread#chocolate#tiramisu#sourdough#italian#blue cheese#cafe#american#italian wine
"BLK 124 Bukit Merah Lane 1 #01-136, Singapore 150124 Singapore",Keng Eng Kee Seafood,"Chinese,Seafood,Asian",SOUTH,pork#fish#noodle#vegetable#hor fun#wok hei#duck#yam#chicken#prawn#coffee#rib#pork rib#fried chicken#prawn paste chicken#fried fish#chilli crab#clay pot#beef#seafood#egg#fried rice#shrimp#salted egg#chili crab#seafood fried rice#tea#calamari#pepper crab#spinach#umami#black pepper crab#cereal prawn#indian#chinese#tofu#fried prawn#salted egg crab#squid#salted egg yolk#mantou#fish skin#fried tofu#ham#oyster#asian#bbq#soup#claypot#roast chicken
"Block 41 Malan Road Gillman Barracks, Singapore 109454 Singapore",BurgerLabo,"Pub,Eastern European,Armenian",SOUTH,burger#beef#cheese#egg#bread#wagyu#grill#american#ribeye#omakase#tenderloin#angus#bone marrow#artichoke#angus beef#umami#beef patty#truffle#western#truffle fries
"33 Sengkang West Avenue The Seletar Mall Seletar Mall, Singapore 797653 Singapore",Soi Thai Soi Nice,Thai,NORTH,pork#fried rice#pineapple#sea bass#pork knuckle#soft shell crab#braised pork#curry#green curry#tom yum#hot pot#omelette#mango#mango sticky rice#chicken#soup#fish#seafood#prawn#noodle#chinese#egg#lobster#ice cream#squid#coconut#pork belly#tofu#porridge#clam#fish head#yam#mussel#teochew#chinese cuisine#gula melaka#tiger prawn#pork collar#fried egg#kang kong#chilli crab#fried pork#coconut ice#coconut ice cream
"6 Eu Tong Sen Street #03-96 the Central, Singapore 059817 Singapore",Ma Maison,Japanese,CENTRAL,pork#pasta#ham#pork chop#escargot#dessert#beef#beer#seafood#squid#paella#spaghetti#squid ink#curry#egg#ice cream#vanilla#vanilla ice cream#curry rice#tonkotsu#tonkatsu#steak#soup#salad#coffee#japanese#salmon#miso#miso soup#fried pork#chicken#fish#western#fried chicken#chicken curry#fish curry#seabass#chocolate#cafe#scallop#onion soup#sirloin#sirloin steak#cheese#bread#italian#ink pasta#cuttlefish#mussel#squid ink pasta#burger#beef burger#hamburger#omelette#croquette#pizza#tuna#prawn#oyster#sesame#pie
"323 Alexandra Road Alexandra Central Level 7, Park Hotel Alexandra, Singapore 159972 Singapore",The Carvery,Contemporary,SOUTH,chicken#buffet#soup#beef#tea#seafood#salad#coffee#cafe#lamb#salmon#ice cream#laksa#spaghetti#popiah#roast chicken#rojak#seafood soup#pizza#pork#dessert#stew
"23A Coleman Street Masonic Hall Freemasons' Hall, Singapore 179806 Singapore",The Masons Table,"French,Pizza,European",CENTRAL,steak#pasta#salad#prawn#lamb#prata#apple#pie#sirloin#yoghurt#roti prata#sirloin steak#beef#pizza#pork#wagyu#peranakan#wagyu beef#beef cheek#western#fine dining#chinese#chicken#roasted chicken#buffet#roast beef#burger#sandwich#lemon#aglio olio#beehoon
"35 Boat Quay, Singapore 049824 Singapore",The Burger Bar,"Bar,Pub",CENTRAL,beer#cheese#bacon#beef#burger#bread#bbq#pineapple#mozzarella#beef burger#truffle#truffle fries#cider#potato#fish
"45 Malan Road Gillman Barracks, Singapore 109455 Singapore",Hopscotch Bar,Bar,SOUTH,chicken#steak#burger#cocktail#wagyu#wagyu burger#prawn#seafood#pasta#lobster#asian#potato#spinach#ribeye#angus#veal#ribeye steak#tagliatelle#boston lobster#chinese#bread#ice cream#soup#scallop#onion soup#cake#truffle#truffle fries#risotto#bisque#lobster bisque#chocolate#foie gras#lobster pasta#beer#martini#juice#mango#lychee#chicken soup#iced tea#coffee#laksa#pineapple#nonya#gula melaka#coconut#lemon#pandan#banana
"321 Alexandra Road Alexandra Central #03-01, Alexandra Central, Singapore 159971 Singapore",The Gogi,"Barbecue,Asian,Korean",SOUTH,soup#seafood#bbq#pancake#tofu#beef#stew#pork#iberico#iberico pork#korean#beer#noodle#ramen#korean bbq#fish#tea
"991B Alexandra Road # 01 09 08, Singapore 119970 Singapore",Himawari Japanese Restaurant,"Japanese,Sushi,Asian",WEST,fish#japanese#buffet#pork#sushi#sashimi#tempura#unagi#fresh sashimi#teriyaki#salmon#beef#rib#short rib#beef rib#potato#wagyu#foie gras#wagyu beef#sweet potato#udon#maki#soft shell crab#sashimi sushi#soup#vegetable#hot pot#chicken#dessert#ice cream#ramen#fried chicken#yakitori#salmon sashimi#yakiniku#urchin#sea urchin#egg#ebi#bbq#prawn#tonkatsu#grilled fish#cake#barbecue#octopus#tuna#izakaya#teppanyaki#sushi sashimi#cuttlefish
"151 Ang Mo Kio Avenue 5 Yio Chu Kang Grove #01-3046, Singapore 560151 Singapore",Shanghai Ren Jia,"Chinese,Asian,Shanghai",NORTH,soup#pork#noodle#omelette#pork chop#chicken#wanton#dim sum#dessert#pancake#chinese#dumpling#tea#red bean#pork bun#pau#fried pork#egg#pie#scrambled egg#braised pork#spring roll#vegetable#pork belly#mian
"226H Ang Mo Kio Street 22 #01-16 Kebun Baru Mall, Singapore 568226 Singapore",Hong Heng Beef Noodle,Asian,NORTH,soup#beef#noodle#noodle soup#beef noodle#bak chor mee#dessert#laksa#juice#lime juice#kway teow
"151 Ang Mo Kio Avenue 5 Yio Chu Kang Grove, Singapore 560151 Singapore",Hong Kong Street Zheng Ji,Asian,NORTH,coffee#tim sum#beer#cold beer#soup#fish#bee hoon#hor fun#fish soup
"1 Ang Mo Kio Ave 10, Singapore 561453 Singapore",Chia Keng Kway Teow Mee,"Asian,Singaporean",NORTH,pork#fish#prawn#cake#abalone#fish cake#soup
"60 Paya Lebar Road Paya Lebar Square #01-49 Paya Lebar Square, Singapore 409051 Singapore",Nine Fresh,Chinese,EAST,dessert#chendol#taiwanese#tea#yam#red bean#asian#strawberry
"6 Raffles Boulevard Marina Square #03-147/148, Marina Square, Singapore 039594 Singapore",Chic-A-Boo Fried Chicken,"Quick Bites,Fast Food",CENTRAL,chicken#cheese#potato#mashed potato#coleslaw#fish#salad#sweet potato#spicy chicken#sweet potato fries#muffin#fried chicken#pie#fried fish#bread#garlic bread#dessert#tea#michelin#michelin star#soup#chicken soup
"128 Ang Mo Kio Avenue 3 Block 128, Singapore 560128 Singapore",Zhen Yi Vegetarian,Vegetarian Friendly,NORTH,vegetarian#fish#curry#fried rice#sambal#fish head#yam#abalone#beehoon#kangkong#chinese#soup#prawn#lemak#nasi lemak#fish soup#mee goreng#cereal prawn
"90 Tanjong Pagar Road, Singapore 088511 Singapore",Don Don Singapore,"Japanese,Barbecue",CENTRAL,japanese#wagyu#grill#yakiniku#beef#bbq#tenderloin#steak#salad#wagyu beef#beer
"407 Ang Mo Kio Avenue 10 #01-759 Teck Ghee Square, Singapore 560407 Singapore",Pok Pok Thai Kitchen,Thai,NORTH,chicken#soup#tea#prawn#cake#curry#fried rice#tom yum#green curry#curry chicken#tom yum soup#iced tea#chicken fried#milk tea
"5 Ang Mo Kio Central 2 #01-06 Djit Sun Mall, Singapore 569663 Singapore",Thonglor Thai Cuisine,"Asian,Thai",NORTH,soup#beef#seafood#prawn#pad thai#seafood soup#chicken#fish#curry#tom yum#green curry#dessert#egg#squid#sambal#steamboat#kangkong#cake#fish cake#pandan#buffet#vegetable#bbq#pork#yam#roast pork#tom yam#korean#milk tea#korean bbq#braised pork
"Blk 332 Ang Mo Kio Avenue 1 Teck Ghee View #01-1881, Singapore 560332 Singapore",The Workbench,"Cafe,Fusion",NORTH,beer#carbonara#burger#truffle#wagyu#mala#pasta#waffle#yam#linguine#tom yam#chicken#egg#cafe#potato#salted egg#sweet potato#beef#ice cream#bacon#beef patty#icecream#coffee#cup coffee#dessert#crabmeat#truffle fries#beef burger#dessert coffee#crab meat#chicken burger#fried chicken#chicken waffle#salted egg yolk#cheesecake#aglio olio#american#fish#gelato#prawn#bbq#caramel#curry#grilled chicken#soup#chicken soup#lasagna
"61 Ang Mo Kio Avenue 8 02-03 Jubilee Square, Singapore 569814 Singapore",Haru Haru Japanese Restaurant,Japanese,NORTH,beef#fish#seafood#salad#cheese#japanese#salmon#sashimi#wagyu#octopus#wagyu beef#omelette#miso#sesame#hot pot#crab meat#soft shell crab#chicken#soup#egg#sushi#tuna#spicy chicken#miso soup#pork#noodle#tempura#udon#noodle soup#fried pork#tonkatsu
"566 Serangoon Road Long San Eating House, Singapore 218181 Singapore",Original Fried Hokkien Prawn Mee,"Asian,Singaporean",CENTRAL,coffee#wok hei#hokkien#hokkien mee#pork#squid#pork belly#fried pork
"200 Victoria Street Bugis Junction #03-30 Food Junction, Singapore 188021 Singapore",Pepper Lunch,"Japanese,Asian",CENTRAL,japanese#sushi#beef#cheese#curry#chicken#soup#vegetarian#korean#egg#salmon#potato#mashed potato#fish#beer#ice cream#miso#hamburger#miso soup#angus#angus beef#grill#asian#steak#pasta#wagyu#curry rice#aglio olio#seafood#pasta dish#seafood pasta
